image_name,image_path,image_exists,split,category_id,category_name,category_type,x1,y1,x2,y2,floral,graphic,striped,embroidered,pleated,solid,long_sleeve,short_sleeve,sleeveless,maxi_length,mini_length,crew_neckline,v_neckline,square_neckline,denim,chiffon,leather,faux,knit,tight,loose,pattern_family,material_family,fit_family,length_family,sleeve_family,neckline_family,outfit_feature_tags,outfit_feature_count,category_group
img/Faux_Leather_Moto_Jacket/img_00000028.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Faux_Leather_Moto_Jacket/img_00000028.jpg,True,train,11,Jacket,1,1,36,222,300,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,solid,leather,tight,not_applicable,long_sleeve,v_neckline,solid|leather|tight,3,outerwear
img/Chiffon_Curved_Hem_Blouse/img_00000075.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Chiffon_Curved_Hem_Blouse/img_00000075.jpg,True,train,3,Blouse,1,53,26,189,265,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,solid,chiffon,other,not_applicable,sleeveless,v_neckline,solid|chiffon,2,top
img/Cap-Sleeved_Turtleneck_Sweater/img_00000038.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Cap-Sleeved_Turtleneck_Sweater/img_00000038.jpg,True,train,16,Sweater,1,37,45,186,225,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,solid,knit,tight,not_applicable,short_sleeve,crew_neckline,solid|knit|tight,3,top
img/Classic_Halter_Top/img_00000064.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Classic_Halter_Top/img_00000064.jpg,True,train,19,Top,1,24,64,149,224,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,sleeveless,crew_neckline,graphic,1,top
img/Raw-Cut_Pocket_Tee/img_00000021.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Raw-Cut_Pocket_Tee/img_00000021.jpg,True,train,18,Tee,1,55,75,150,238,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,sleeveless,other,solid,1,top
img/Gingham-Lined_Pocket_Tee/img_00000055.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Gingham-Lined_Pocket_Tee/img_00000055.jpg,True,train,18,Tee,1,108,53,196,281,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,other,other,other,not_applicable,long_sleeve,v_neckline,,0,top
img/Metallic-Threaded_Marled_Sweater/img_00000010.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Metallic-Threaded_Marled_Sweater/img_00000010.jpg,True,train,16,Sweater,1,17,88,207,249,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,other,solid,1,top
img/Classic_Chino_Shorts/img_00000004.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Classic_Chino_Shorts/img_00000004.jpg,True,train,32,Shorts,2,24,1,234,207,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,regular,not_applicable,not_applicable,solid,1,bottom
img/Cloud_Wash_Tee/img_00000008.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Cloud_Wash_Tee/img_00000008.jpg,True,train,18,Tee,1,1,29,197,280,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,short_sleeve,crew_neckline,solid,1,top
img/Swiss_Dot_Crochet_Tank/img_00000043.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Swiss_Dot_Crochet_Tank/img_00000043.jpg,True,train,17,Tank,1,93,75,200,254,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,sleeveless,other,solid,1,top
img/Linen_Chambray_Shorts/img_00000011.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Linen_Chambray_Shorts/img_00000011.jpg,True,train,32,Shorts,2,61,1,168,205,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,regular,not_applicable,not_applicable,solid,1,bottom
img/Open-Back_Blouse/img_00000091.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Open-Back_Blouse/img_00000091.jpg,True,train,3,Blouse,1,31,76,185,270,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,other,solid,1,top
img/Slub_Knit_Baseball_Tee/img_00000055.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Slub_Knit_Baseball_Tee/img_00000055.jpg,True,train,18,Tee,1,66,88,240,282,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,floral,other,other,not_applicable,short_sleeve,crew_neckline,floral,1,top
img/Cap-Sleeved_Lace_Blouse/img_00000014.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Cap-Sleeved_Lace_Blouse/img_00000014.jpg,True,train,3,Blouse,1,91,79,215,248,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,embroidered,chiffon,other,not_applicable,sleeveless,other,embroidered|chiffon,2,top
img/Button-Front_Floral_Mini_Skirt/img_00000025.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Button-Front_Floral_Mini_Skirt/img_00000025.jpg,True,train,33,Skirt,2,65,162,154,268,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,solid,other,tight,regular,not_applicable,not_applicable,solid|tight,2,bottom
img/Two-Tone_Denim_Shorts/img_00000008.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Two-Tone_Denim_Shorts/img_00000008.jpg,True,train,32,Shorts,2,80,125,146,248,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,solid,denim,other,regular,not_applicable,not_applicable,solid|denim,2,bottom
img/Marled_Crochet-Back_Sweater/img_00000031.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Marled_Crochet-Back_Sweater/img_00000031.jpg,True,train,16,Sweater,1,47,55,186,277,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,solid,knit,other,not_applicable,long_sleeve,crew_neckline,solid|knit,2,top
img/Dotted_Crepe_Blouse/img_00000061.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Dotted_Crepe_Blouse/img_00000061.jpg,True,train,3,Blouse,1,41,58,221,274,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,floral,other,other,not_applicable,long_sleeve,v_neckline,floral,1,top
img/The_Rolling_Stones_Graphic_Tee/img_00000040.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/The_Rolling_Stones_Graphic_Tee/img_00000040.jpg,True,train,18,Tee,1,50,85,166,262,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,sleeveless,crew_neckline,graphic,1,top
img/Drawstring_Chino_Shorts/img_00000045.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Drawstring_Chino_Shorts/img_00000045.jpg,True,train,32,Shorts,2,86,13,216,160,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,regular,not_applicable,not_applicable,solid,1,bottom
img/Tribal_Print_Woven_Cardigan/img_00000045.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Tribal_Print_Woven_Cardigan/img_00000045.jpg,True,train,6,Cardigan,1,26,73,204,263,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,floral,other,loose,not_applicable,short_sleeve,v_neckline,floral|loose,2,outerwear
img/Palm_Print_Muscle_Tee/img_00000028.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Palm_Print_Muscle_Tee/img_00000028.jpg,True,train,18,Tee,1,70,72,222,254,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,short_sleeve,crew_neckline,graphic,1,top
img/Striped_Chiffon_Blouse/img_00000034.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Striped_Chiffon_Blouse/img_00000034.jpg,True,train,3,Blouse,1,31,74,183,218,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,graphic,chiffon,other,not_applicable,sleeveless,v_neckline,graphic|chiffon,2,top
img/Open_Knit_Crew_Neck_Sweater/img_00000031.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Open_Knit_Crew_Neck_Sweater/img_00000031.jpg,True,train,16,Sweater,1,35,71,166,255,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,solid,knit,other,not_applicable,long_sleeve,crew_neckline,solid|knit,2,top
img/Crew_Neck_Tee/img_00000037.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Crew_Neck_Tee/img_00000037.jpg,True,train,18,Tee,1,71,65,137,167,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,short_sleeve,crew_neckline,graphic,1,top
img/Chambray_Drawstring_Joggers/img_00000025.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Chambray_Drawstring_Joggers/img_00000025.jpg,True,train,29,Joggers,2,34,11,170,282,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,solid,denim,other,regular,not_applicable,not_applicable,solid|denim,2,bottom
img/Striped_Raglan_Sweater/img_00000037.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Striped_Raglan_Sweater/img_00000037.jpg,True,train,16,Sweater,1,26,65,136,223,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,striped,knit,other,not_applicable,long_sleeve,crew_neckline,striped|knit,2,top
img/Boxy_Giraffe_Print_Tank/img_00000031.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Boxy_Giraffe_Print_Tank/img_00000031.jpg,True,train,17,Tank,1,2,80,172,276,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,floral,chiffon,other,not_applicable,long_sleeve,crew_neckline,floral|chiffon,2,top
img/Me_Prouver_Slub_Knit_Tee/img_00000002.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Me_Prouver_Slub_Knit_Tee/img_00000002.jpg,True,train,18,Tee,1,43,90,180,284,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,short_sleeve,crew_neckline,graphic,1,top
img/Cardio_Graphic_Sweater/img_00000050.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Cardio_Graphic_Sweater/img_00000050.jpg,True,train,16,Sweater,1,6,77,189,283,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,solid,knit,other,not_applicable,long_sleeve,crew_neckline,solid|knit,2,top
img/Do_Tell_Tee/img_00000001.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Do_Tell_Tee/img_00000001.jpg,True,train,18,Tee,1,1,25,254,300,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,short_sleeve,crew_neckline,graphic,1,top
img/Heathered_Knit_Jacket/img_00000061.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Heathered_Knit_Jacket/img_00000061.jpg,True,train,11,Jacket,1,69,74,250,283,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,v_neckline,solid,1,outerwear
img/Striped_Muscle_Tee/img_00000007.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Striped_Muscle_Tee/img_00000007.jpg,True,train,18,Tee,1,63,80,173,277,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,striped,other,other,not_applicable,sleeveless,crew_neckline,striped,1,top
img/Southwestern_Burnout_Tee/img_00000008.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Southwestern_Burnout_Tee/img_00000008.jpg,True,train,18,Tee,1,27,70,178,253,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,graphic,knit,other,not_applicable,sleeveless,crew_neckline,graphic|knit,2,top
img/Classic_Scoop_Neck_Top/img_00000006.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Classic_Scoop_Neck_Top/img_00000006.jpg,True,train,19,Top,1,11,19,211,276,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,short_sleeve,crew_neckline,solid,1,top
img/Scalloped_Crochet_Tank/img_00000025.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Scalloped_Crochet_Tank/img_00000025.jpg,True,train,17,Tank,1,53,24,162,123,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,solid,knit,other,not_applicable,short_sleeve,crew_neckline,solid|knit,2,top
img/Slub_Knit_Cardigan/img_00000009.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Slub_Knit_Cardigan/img_00000009.jpg,True,train,6,Cardigan,1,1,80,95,207,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,other,solid,1,outerwear
img/Checkered_Leggings/img_00000001.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Checkered_Leggings/img_00000001.jpg,True,train,30,Leggings,2,96,9,205,261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,other,other,tight,regular,not_applicable,not_applicable,tight,1,bottom
img/Southwestern-Patterned_Cardigan/img_00000041.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Southwestern-Patterned_Cardigan/img_00000041.jpg,True,train,6,Cardigan,1,50,57,128,167,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,long_sleeve,crew_neckline,graphic,1,outerwear
img/Draped-Lapel_Trench_Coat/img_00000008.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Draped-Lapel_Trench_Coat/img_00000008.jpg,True,train,39,Coat,3,27,70,172,263,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,solid,other,other,regular,long_sleeve,v_neckline,solid,1,outerwear
img/Rose_Print_Flutter_Sleeve_Blouse/img_00000054.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Rose_Print_Flutter_Sleeve_Blouse/img_00000054.jpg,True,train,3,Blouse,1,1,52,204,217,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,floral,chiffon,other,not_applicable,long_sleeve,crew_neckline,floral|chiffon,2,top
img/Chunky_Marled_Knit_Cardigan/img_00000004.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Chunky_Marled_Knit_Cardigan/img_00000004.jpg,True,train,6,Cardigan,1,51,78,160,228,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,floral,knit,other,not_applicable,long_sleeve,other,floral|knit,2,outerwear
img/Tailored_Woven_Blazer/img_00000067.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Tailored_Woven_Blazer/img_00000067.jpg,True,train,2,Blazer,1,21,73,218,279,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,v_neckline,solid,1,outerwear
img/Distressed_Cuffed_Denim_Shorts/img_00000045.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Distressed_Cuffed_Denim_Shorts/img_00000045.jpg,True,train,32,Shorts,2,1,36,300,199,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,solid,denim,other,regular,not_applicable,not_applicable,solid|denim,2,bottom
img/Rolling_Stones_Muscle_Tee/img_00000032.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Rolling_Stones_Muscle_Tee/img_00000032.jpg,True,train,18,Tee,1,1,86,243,281,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,solid,denim,other,not_applicable,long_sleeve,crew_neckline,solid|denim,2,top
img/Belted_Crop_Top/img_00000044.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Belted_Crop_Top/img_00000044.jpg,True,train,19,Top,1,1,135,258,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,other,solid,1,top
img/Colorblocked_Bomber_Jacket/img_00000043.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Colorblocked_Bomber_Jacket/img_00000043.jpg,True,train,11,Jacket,1,81,38,172,134,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,long_sleeve,crew_neckline,solid,1,outerwear
img/Colorblock_Performance_Leggings/img_00000044.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Colorblock_Performance_Leggings/img_00000044.jpg,True,train,30,Leggings,2,24,1,168,264,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,solid,other,other,regular,not_applicable,not_applicable,solid,1,bottom
img/Floral_Flutter_Sleeve_Blouse/img_00000093.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Floral_Flutter_Sleeve_Blouse/img_00000093.jpg,True,train,3,Blouse,1,1,32,225,300,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,short_sleeve,v_neckline,graphic,1,top
img/Faux_Leather_Tank/img_00000047.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Faux_Leather_Tank/img_00000047.jpg,True,train,17,Tank,1,63,78,191,265,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,solid,other,other,not_applicable,sleeveless,crew_neckline,solid,1,top
img/Diamond_Print_Chiffon_Cardigan/img_00000037.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Diamond_Print_Chiffon_Cardigan/img_00000037.jpg,True,train,6,Cardigan,1,72,79,235,257,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,long_sleeve,crew_neckline,graphic,1,outerwear
img/Whale_Print_Tee/img_00000061.jpg,/Users/jadenwu/Desktop/StyleSync/StyleSync/DeepFashion/data/img/Whale_Print_Tee/img_00000061.jpg,True,train,18,Tee,1,1,38,257,280,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,graphic,other,other,not_applicable,short_sleeve,crew_neckline,graphic,1,top
